FABRICANTE,CODIGO_PECA,DESCRICAO,CHAVE_DE_BUSCA,MARCA_VEICULO,MODELO_VEICULO,ANOS_APLICACAO,CONTEXTO_IA
FRAS-LE,FD101CP,SAPATA FREIO S/HASTE,FORD F-250 CC XL 3.9 16V 06/12,FORD,F-250 CC XL 3.9 16V,2006 a 2012,SAPATA FREIO S/HASTE compatível com FORD F-250 CC XL 3.9 16V. Aplicação: 2006 a 2012. Fabricante: FRAS-LE. Código: FD101CP.
FRAS-LE,FD101CP,SAPATA FREIO S/HASTE,FORD F-250 CC XL SPRINT EURO II 99/06,FORD,F-250 CC XL SPRINT EURO II,1999 a 2006,SAPATA FREIO S/HASTE compatível com FORD F-250 CC XL SPRINT EURO II. Aplicação: 1999 a 2006. Fabricante: FRAS-LE. Código: FD101CP.
FRAS-LE,FD101CP,SAPATA FREIO S/HASTE,FORD F-250 CC XLT SPRINT EURO I 99/06,FORD,F-250 CC XLT SPRINT EURO I,1999 a 2006,SAPATA FREIO S/HASTE compatível com FORD F-250 CC XLT SPRINT EURO I. Aplicação: 1999 a 2006. Fabricante: FRAS-LE. Código: FD101CP.
FRAS-LE,FD101CP,SAPATA FREIO S/HASTE,FORD F-250 CD XLT 4X4 3.9 16V 06/12,FORD,F-250 CD XLT 4X4 3.9 16V,2006 a 2012,SAPATA FREIO S/HASTE compatível com FORD F-250 CD XLT 4X4 3.9 16V. Aplicação: 2006 a 2012. Fabricante: FRAS-LE. Código: FD101CP.
FRAS-LE,FD101CP,SAPATA FREIO S/HASTE,FORD F-250 CS XLT 4X4 3.9 16V 06/12,FORD,F-250 CS XLT 4X4 3.9 16V,2006 a 2012,SAPATA FREIO S/HASTE compatível com FORD F-250 CS XLT 4X4 3.9 16V. Aplicação: 2006 a 2012. Fabricante: FRAS-LE. Código: FD101CP.
FRAS-LE,FD130CPA,SAPATA FREIO C/HASTE,FORD COURIER L ZETEC ROCAM 1.6 8V 07/09,FORD,COURIER L ZETEC ROCAM 1.6 8V,2007 a 2009,SAPATA FREIO C/HASTE compatível com FORD COURIER L ZETEC ROCAM 1.6 8V. Aplicação: 2007 a 2009. Fabricante: FRAS-LE. Código: FD130CPA.
FRAS-LE,FD130CPA,SAPATA FREIO C/HASTE,FORD COURIER XL ZETEC ROCAM 1.6 8 07/09,FORD,COURIER XL ZETEC ROCAM 1.6 8,2007 a 2009,SAPATA FREIO C/HASTE compatível com FORD COURIER XL ZETEC ROCAM 1.6 8. Aplicação: 2007 a 2009. Fabricante: FRAS-LE. Código: FD130CPA.
FRAS-LE,FD138CPA,SAPATA FREIO 203 X 39,FORD FOCUS GL 1.6 16V DOHC ZETE 03/09,FORD,FOCUS GL 1.6 16V DOHC ZETE,2003 a 2009,SAPATA FREIO 203 X 39 compatível com FORD FOCUS GL 1.6 16V DOHC ZETE. Aplicação: 2003 a 2009. Fabricante: FRAS-LE. Código: FD138CPA.
FRAS-LE,FD138CPA,SAPATA FREIO 203 X 39,FORD FOCUS GLX 1.6 16V DOHC ZET 00/04,FORD,FOCUS GLX 1.6 16V DOHC ZET,2000 a 2004,SAPATA FREIO 203 X 39 compatível com FORD FOCUS GLX 1.6 16V DOHC ZET. Aplicação: 2000 a 2004. Fabricante: FRAS-LE. Código: FD138CPA.
FRAS-LE,FD138CPA,SAPATA FREIO 203 X 39,FORD FOCUS GL 1.6 16V DOHC ZETE 00/04,FORD,FOCUS GL 1.6 16V DOHC ZETE,2000 a 2004,SAPATA FREIO 203 X 39 compatível com FORD FOCUS GL 1.6 16V DOHC ZETE. Aplicação: 2000 a 2004. Fabricante: FRAS-LE. Código: FD138CPA.
FRAS-LE,FD152CPA,SAPATA FREIO C/HASTE,FORD FIESTA SE 1.6 L 16V (SIGMA) 10/20,FORD,FIESTA SE 1.6 L 16V (SIGMA),2010 a 2020,SAPATA FREIO C/HASTE compatível com FORD FIESTA SE 1.6 L 16V (SIGMA). Aplicação: 2010 a 2020. Fabricante: FRAS-LE. Código: FD152CPA.
FRAS-LE,FD152CPA,SAPATA FREIO C/HASTE,FORD FIESTA SE 1.5 L 16V (SIGMA) 10/15,FORD,FIESTA SE 1.5 L 16V (SIGMA),2010 a 2015,SAPATA FREIO C/HASTE compatível com FORD FIESTA SE 1.5 L 16V (SIGMA). Aplicação: 2010 a 2015. Fabricante: FRAS-LE. Código: FD152CPA.
FRAS-LE,FD152CPA,SAPATA FREIO C/HASTE,FORD FIESTA SE AT. 1.6 L 16V (SI 10/14,FORD,FIESTA SE AT. 1.6 L 16V (SI,2010 a 2014,SAPATA FREIO C/HASTE compatível com FORD FIESTA SE AT. 1.6 L 16V (SI. Aplicação: 2010 a 2014. Fabricante: FRAS-LE. Código: FD152CPA.
FRAS-LE,FD152CPA,SAPATA FREIO C/HASTE,FORD FIESTA SE PLUS 1.6 L 16V (S 10/18,FORD,FIESTA SE PLUS 1.6 L 16V (S,2010 a 2018,SAPATA FREIO C/HASTE compatível com FORD FIESTA SE PLUS 1.6 L 16V (S. Aplicação: 2010 a 2018. Fabricante: FRAS-LE. Código: FD152CPA.
FRAS-LE,FD152CPA,SAPATA FREIO C/HASTE,FORD FIESTA SE STYLE 1.6 L 16V ( 10/20,FORD,FIESTA SE STYLE 1.6 L 16V (,2010 a 2020,SAPATA FREIO C/HASTE compatível com FORD FIESTA SE STYLE 1.6 L 16V (. Aplicação: 2010 a 2020. Fabricante: FRAS-LE. Código: FD152CPA.
FRAS-LE,FD433CPA,SAPATA DE FREIO C/HASTE,FORD FOCUS 1.6 S / 2.0 S 13/,FORD,FOCUS 1.6 S / 2.0 S,2013,SAPATA DE FREIO C/HASTE compatível com FORD FOCUS 1.6 S / 2.0 S. Aplicação: 2013. Fabricante: FRAS-LE. Código: FD433CPA.
FRAS-LE,FD480CPA,SAPATA DE FREIO C/HASTE,FORD ECOSPORT 1.6 16V DOHC SIGMA F 12/17,FORD,ECOSPORT 1.6 16V DOHC SIGMA F,2012 a 2017,SAPATA DE FREIO C/HASTE compatível com FORD ECOSPORT 1.6 16V DOHC SIGMA F. Aplicação: 2012 a 2017. Fabricante: FRAS-LE. Código: FD480CPA.
FRAS-LE,FD480CPA,SAPATA DE FREIO C/HASTE,FORD ECOSPORT FREESTYLE POWERSHIFT 14/16,FORD,ECOSPORT FREESTYLE POWERSHIFT,2014 a 2016,SAPATA DE FREIO C/HASTE compatível com FORD ECOSPORT FREESTYLE POWERSHIFT. Aplicação: 2014 a 2016. Fabricante: FRAS-LE. Código: FD480CPA.
FRAS-LE,FD480CPA,SAPATA DE FREIO C/HASTE,FORD ECOSPORT FREESTYLE 4WD DURATE 12/17,FORD,ECOSPORT FREESTYLE 4WD DURATE,2012 a 2017,SAPATA DE FREIO C/HASTE compatível com FORD ECOSPORT FREESTYLE 4WD DURATE. Aplicação: 2012 a 2017. Fabricante: FRAS-LE. Código: FD480CPA.
FRAS-LE,FD480CPA,SAPATA DE FREIO C/HASTE,FORD ECOSPORT FREESTYLE 4WD PLUS 2 12/17,FORD,ECOSPORT FREESTYLE 4WD PLUS 2,2012 a 2017,SAPATA DE FREIO C/HASTE compatível com FORD ECOSPORT FREESTYLE 4WD PLUS 2. Aplicação: 2012 a 2017. Fabricante: FRAS-LE. Código: FD480CPA.
FRAS-LE,FD480CPA,SAPATA DE FREIO C/HASTE,FORD ECOSPORT FREESTYLE PLUS 1.6 1 12/17,FORD,ECOSPORT FREESTYLE PLUS 1.6 1,2012 a 2017,SAPATA DE FREIO C/HASTE compatível com FORD ECOSPORT FREESTYLE PLUS 1.6 1. Aplicação: 2012 a 2017. Fabricante: FRAS-LE. Código: FD480CPA.
FRAS-LE,FD61CPA,SAPATA FREIO C/HASTE,FORD FIESTA 1.0 98/02,FORD,FIESTA 1.0,1998 a 2002,SAPATA FREIO C/HASTE compatível com FORD FIESTA 1.0. Aplicação: 1998 a 2002. Fabricante: FRAS-LE. Código: FD61CPA.
FRAS-LE,FD61CPA,SAPATA FREIO C/HASTE,FORD FIESTA 1.3 98/00,FORD,FIESTA 1.3,1998 a 2000,SAPATA FREIO C/HASTE compatível com FORD FIESTA 1.3. Aplicação: 1998 a 2000. Fabricante: FRAS-LE. Código: FD61CPA.
FRAS-LE,FD61CPA,SAPATA FREIO C/HASTE,FORD FIESTA 1.4 16V 98/99,FORD,FIESTA 1.4 16V,1998 a 1999,SAPATA FREIO C/HASTE compatível com FORD FIESTA 1.4 16V. Aplicação: 1998 a 1999. Fabricante: FRAS-LE. Código: FD61CPA.
FRAS-LE,FD61CPA,SAPATA FREIO C/HASTE,FORD FIESTA 1.6 99/02,FORD,FIESTA 1.6,1999 a 2002,SAPATA FREIO C/HASTE compatível com FORD FIESTA 1.6. Aplicação: 1999 a 2002. Fabricante: FRAS-LE. Código: FD61CPA.
FRAS-LE,FD61CPA,SAPATA FREIO C/HASTE,FORD KA 1.0 98/,FORD,KA 1.0,1998,SAPATA FREIO C/HASTE compatível com FORD KA 1.0. Aplicação: 1998. Fabricante: FRAS-LE. Código: FD61CPA.
FRAS-LE,FD61CPA,SAPATA FREIO C/HASTE,CHEVROLET CELTA 1.0 00/,CHEVROLET,CELTA 1.0,2000,SAPATA FREIO C/HASTE compatível com CHEVROLET CELTA 1.0. Aplicação: 2000. Fabricante: FRAS-LE. Código: FD61CPA.
FRAS-LE,FD61CPA,SAPATA FREIO C/HASTE,CHEVROLET PRISMA 07/,CHEVROLET,PRISMA,2007,SAPATA FREIO C/HASTE compatível com CHEVROLET PRISMA. Aplicação: 2007. Fabricante: FRAS-LE. Código: FD61CPA.
FRAS-LE,FD61CPA,SAPATA FREIO C/HASTE,CHEVROLET CELTA 1.4 03/,CHEVROLET,CELTA 1.4,2003,SAPATA FREIO C/HASTE compatível com CHEVROLET CELTA 1.4. Aplicação: 2003. Fabricante: FRAS-LE. Código: FD61CPA.
FRAS-LE,FD65,LONA TRASEIRA (NON ASBESTOS),FORD CORCEL II 77/89,FORD,CORCEL II,1977 a 1989,LONA TRASEIRA (NON ASBESTOS) compatível com FORD CORCEL II. Aplicação: 1977 a 1989. Fabricante: FRAS-LE. Código: FD65.
FRAS-LE,FD65,LONA TRASEIRA (NON ASBESTOS),FORD BELINA II 77/89,FORD,BELINA II,1977 a 1989,LONA TRASEIRA (NON ASBESTOS) compatível com FORD BELINA II. Aplicação: 1977 a 1989. Fabricante: FRAS-LE. Código: FD65.
FRAS-LE,FD65,LONA TRASEIRA (NON ASBESTOS),FORD DEL REY 81/91,FORD,DEL REY,1981 a 1991,LONA TRASEIRA (NON ASBESTOS) compatível com FORD DEL REY. Aplicação: 1981 a 1991. Fabricante: FRAS-LE. Código: FD65.
FRAS-LE,FD65,LONA TRASEIRA (NON ASBESTOS),FORD SCALA 84/88,FORD,SCALA,1984 a 1988,LONA TRASEIRA (NON ASBESTOS) compatível com FORD SCALA. Aplicação: 1984 a 1988. Fabricante: FRAS-LE. Código: FD65.
FRAS-LE,FD72,LONA TRASEIRA,FORD F-4000 75/,FORD,F-4000,1975,LONA TRASEIRA compatível com FORD F-4000. Aplicação: 1975. Fabricante: FRAS-LE. Código: FD72.
FRAS-LE,FD72,LONA TRASEIRA,PERKINS 6000 93/,PERKINS,6000,1993,LONA TRASEIRA compatível com PERKINS 6000. Aplicação: 1993. Fabricante: FRAS-LE. Código: FD72.
FRAS-LE,FD72,LONA TRASEIRA,FORD CAMINHOES F4000 75/,FORD,CAMINHOES F4000,1975,LONA TRASEIRA compatível com FORD CAMINHOES F4000. Aplicação: 1975. Fabricante: FRAS-LE. Código: FD72.
FRAS-LE,FD72,LONA TRASEIRA,CHEVROLET CAMIN A40 85/96,CHEVROLET,CAMIN A40,1985 a 1996,LONA TRASEIRA compatível com CHEVROLET CAMIN A40. Aplicação: 1985 a 1996. Fabricante: FRAS-LE. Código: FD72.
FRAS-LE,FD72,LONA TRASEIRA,CHEVROLET CAMIN D40 85/96,CHEVROLET,CAMIN D40,1985 a 1996,LONA TRASEIRA compatível com CHEVROLET CAMIN D40. Aplicação: 1985 a 1996. Fabricante: FRAS-LE. Código: FD72.
FRAS-LE,FD72,LONA TRASEIRA,CHEVROLET CAMIN C40 85/96,CHEVROLET,CAMIN C40,1985 a 1996,LONA TRASEIRA compatível com CHEVROLET CAMIN C40. Aplicação: 1985 a 1996. Fabricante: FRAS-LE. Código: FD72.
FRAS-LE,FD98CPA,SAPATA FREIO 203X38,FORD FIESTA  4- 02/,FORD,FIESTA  4-,2002,SAPATA FREIO 203X38 compatível com FORD FIESTA  4-. Aplicação: 2002. Fabricante: FRAS-LE. Código: FD98CPA.
FRAS-LE,FD98CPA,SAPATA FREIO 203X38,FORD ECOSPORT 03/,FORD,ECOSPORT,2003,SAPATA FREIO 203X38 compatível com FORD ECOSPORT. Aplicação: 2003. Fabricante: FRAS-LE. Código: FD98CPA.
FRAS-LE,FI125CP,SAPATA FREIO TRASEIRO,FIAT TEMPRA 2.0 - C/SIST. BENDIX 92/,FIAT,TEMPRA 2.0 - C/SIST. BENDIX,1992,SAPATA FREIO TRASEIRO compatível com FIAT TEMPRA 2.0 - C/SIST. BENDIX. Aplicação: 1992. Fabricante: FRAS-LE. Código: FI125CP.
FRAS-LE,FI125CP,SAPATA FREIO TRASEIRO,FIAT FIORINO C/SIST. BENDIX 94/,FIAT,FIORINO C/SIST. BENDIX,1994,SAPATA FREIO TRASEIRO compatível com FIAT FIORINO C/SIST. BENDIX. Aplicação: 1994. Fabricante: FRAS-LE. Código: FI125CP.
FRAS-LE,FI136CP,SAPATA FREIO SIST.BOSCH 228MM,FIAT DOBLO 1.3 16V CARGO 01/,FIAT,DOBLO 1.3 16V CARGO,2001,SAPATA FREIO SIST.BOSCH 228MM compatível com FIAT DOBLO 1.3 16V CARGO. Aplicação: 2001. Fabricante: FRAS-LE. Código: FI136CP.
FRAS-LE,FI136CP,SAPATA FREIO SIST.BOSCH 228MM,FIAT DOBLO 1.6 16V CARGO 01/,FIAT,DOBLO 1.6 16V CARGO,2001,SAPATA FREIO SIST.BOSCH 228MM compatível com FIAT DOBLO 1.6 16V CARGO. Aplicação: 2001. Fabricante: FRAS-LE. Código: FI136CP.
FRAS-LE,FI136CP,SAPATA FREIO SIST.BOSCH 228MM,FIAT DOBLO 1.6 16V ELX PASSAGEI 01/,FIAT,DOBLO 1.6 16V ELX PASSAGEI,2001,SAPATA FREIO SIST.BOSCH 228MM compatível com FIAT DOBLO 1.6 16V ELX PASSAGEI. Aplicação: 2001. Fabricante: FRAS-LE. Código: FI136CP.
FRAS-LE,FI136CP,SAPATA FREIO SIST.BOSCH 228MM,FIAT DOBLO 1.8 ADVENTURE 6- 02/,FIAT,DOBLO 1.8 ADVENTURE 6-,2002,SAPATA FREIO SIST.BOSCH 228MM compatível com FIAT DOBLO 1.8 ADVENTURE 6-. Aplicação: 2002. Fabricante: FRAS-LE. Código: FI136CP.
FRAS-LE,FI136CP,SAPATA FREIO SIST.BOSCH 228MM,FIAT DOBLO 1.8 CARGO 01/,FIAT,DOBLO 1.8 CARGO,2001,SAPATA FREIO SIST.BOSCH 228MM compatível com FIAT DOBLO 1.8 CARGO. Aplicação: 2001. Fabricante: FRAS-LE. Código: FI136CP.
FRAS-LE,FI219CPA,SAPATA DE FREIO C/HASTE,FIAT GRAND SIEN 1.6 L 16V ESSENCE E- 12/18,FIAT,GRAND SIEN 1.6 L 16V ESSENCE E-,2012 a 2018,SAPATA DE FREIO C/HASTE compatível com FIAT GRAND SIEN 1.6 L 16V ESSENCE E-. Aplicação: 2012 a 2018. Fabricante: FRAS-LE. Código: FI219CPA.
FRAS-LE,FI219CPA,SAPATA DE FREIO C/HASTE,FIAT PALIO 1.6 L 16V SPORTING E 11/17,FIAT,PALIO 1.6 L 16V SPORTING E,2011 a 2017,SAPATA DE FREIO C/HASTE compatível com FIAT PALIO 1.6 L 16V SPORTING E. Aplicação: 2011 a 2017. Fabricante: FRAS-LE. Código: FI219CPA.
FRAS-LE,FI219CPA,SAPATA DE FREIO C/HASTE,FIAT PALIO 1.0 L 8V EVO ATRACTI 11/17,FIAT,PALIO 1.0 L 8V EVO ATRACTI,2011 a 2017,SAPATA DE FREIO C/HASTE compatível com FIAT PALIO 1.0 L 8V EVO ATRACTI. Aplicação: 2011 a 2017. Fabricante: FRAS-LE. Código: FI219CPA.
FRAS-LE,FI219CPA,SAPATA DE FREIO C/HASTE,FIAT ARGO 1.0 L 6V DRIVEFIREFL 17/22,FIAT,ARGO 1.0 L 6V DRIVEFIREFL,2017 a 2022,SAPATA DE FREIO C/HASTE compatível com FIAT ARGO 1.0 L 6V DRIVEFIREFL. Aplicação: 2017 a 2022. Fabricante: FRAS-LE. Código: FI219CPA.
FRAS-LE,FI219CPA,SAPATA DE FREIO C/HASTE,FIAT UNO 1.4 L 8V FURGAO FIRE 13/14,FIAT,UNO 1.4 L 8V FURGAO FIRE,2013 a 2014,SAPATA DE FREIO C/HASTE compatível com FIAT UNO 1.4 L 8V FURGAO FIRE. Aplicação: 2013 a 2014. Fabricante: FRAS-LE. Código: FI219CPA.
FRAS-LE,FI220CPA,SAPATA FREIO C/HASTE,FIAT LINEA 1.9 09/,FIAT,LINEA 1.9,2009,SAPATA FREIO C/HASTE compatível com FIAT LINEA 1.9. Aplicação: 2009. Fabricante: FRAS-LE. Código: FI220CPA.
FRAS-LE,FI220CPA,SAPATA FREIO C/HASTE,FIAT PALIO WEEKEND LOCKER 1.8 10/,FIAT,PALIO WEEKEND LOCKER 1.8,2010,SAPATA FREIO C/HASTE compatível com FIAT PALIO WEEKEND LOCKER 1.8. Aplicação: 2010. Fabricante: FRAS-LE. Código: FI220CPA.
FRAS-LE,FI220CPA,SAPATA FREIO C/HASTE,FIAT PALIO ADVENTURE LOCKER 1.8 10/,FIAT,PALIO ADVENTURE LOCKER 1.8,2010,SAPATA FREIO C/HASTE compatível com FIAT PALIO ADVENTURE LOCKER 1.8. Aplicação: 2010. Fabricante: FRAS-LE. Código: FI220CPA.
FRAS-LE,FI220CPA,SAPATA FREIO C/HASTE,FIAT PUNTO HLX 1.8 08/,FIAT,PUNTO HLX 1.8,2008,SAPATA FREIO C/HASTE compatível com FIAT PUNTO HLX 1.8. Aplicação: 2008. Fabricante: FRAS-LE. Código: FI220CPA.
FRAS-LE,FI322CP,SAPATA FREIO MAO S/HASTE,FIAT DUCATO CARGO MULTIJET 2.3 1 09/12,FIAT,DUCATO CARGO MULTIJET 2.3 1,2009 a 2012,SAPATA FREIO MAO S/HASTE compatível com FIAT DUCATO CARGO MULTIJET 2.3 1. Aplicação: 2009 a 2012. Fabricante: FRAS-LE. Código: FI322CP.
FRAS-LE,FI322CP,SAPATA FREIO MAO S/HASTE,FIAT DUCATO CARGO 7,FIAT,DUCATO CARGO 7,não especificado,SAPATA FREIO MAO S/HASTE compatível com FIAT DUCATO CARGO 7. Aplicação: não especificado. Fabricante: FRAS-LE. Código: FI322CP.
FRAS-LE,FI322CP,SAPATA FREIO MAO S/HASTE,FIAT 5 M3 MULTIJE 13/17,FIAT,5 M3 MULTIJE,2013 a 2017,SAPATA FREIO MAO S/HASTE compatível com FIAT 5 M3 MULTIJE. Aplicação: 2013 a 2017. Fabricante: FRAS-LE. Código: FI322CP.
FRAS-LE,FI322CP,SAPATA FREIO MAO S/HASTE,FIAT DUCATO CARGO 9,FIAT,DUCATO CARGO 9,não especificado,SAPATA FREIO MAO S/HASTE compatível com FIAT DUCATO CARGO 9. Aplicação: não especificado. Fabricante: FRAS-LE. Código: FI322CP.
FRAS-LE,FI322CP,SAPATA FREIO MAO S/HASTE,FIAT 0 M3 MULTIJE 13/17,FIAT,0 M3 MULTIJE,2013 a 2017,SAPATA FREIO MAO S/HASTE compatível com FIAT 0 M3 MULTIJE. Aplicação: 2013 a 2017. Fabricante: FRAS-LE. Código: FI322CP.
FRAS-LE,FI322CP,SAPATA FREIO MAO S/HASTE,FIAT DUCATO CARGO CURTO MULTIJET 18/21,FIAT,DUCATO CARGO CURTO MULTIJET,2018 a 2021,SAPATA FREIO MAO S/HASTE compatível com FIAT DUCATO CARGO CURTO MULTIJET. Aplicação: 2018 a 2021. Fabricante: FRAS-LE. Código: FI322CP.
FRAS-LE,FI322CP,SAPATA FREIO MAO S/HASTE,FIAT DUCATO CARGO L 814043S 2.8 05/,FIAT,DUCATO CARGO L 814043S 2.8,2005,SAPATA FREIO MAO S/HASTE compatível com FIAT DUCATO CARGO L 814043S 2.8. Aplicação: 2005. Fabricante: FRAS-LE. Código: FI322CP.
FRAS-LE,FI322CP,SAPATA FREIO MAO S/HASTE,CITROEN JUMPER FURGON 814043S 2.8 8 05/09,CITROEN,JUMPER FURGON 814043S 2.8 8,2005 a 2009,SAPATA FREIO MAO S/HASTE compatível com CITROEN JUMPER FURGON 814043S 2.8 8. Aplicação: 2005 a 2009. Fabricante: FRAS-LE. Código: FI322CP.
FRAS-LE,FI322CP,SAPATA FREIO MAO S/HASTE,CITROEN JUMPER FURGON MULTIJET 2.3 09/17,CITROEN,JUMPER FURGON MULTIJET 2.3,2009 a 2017,SAPATA FREIO MAO S/HASTE compatível com CITROEN JUMPER FURGON MULTIJET 2.3. Aplicação: 2009 a 2017. Fabricante: FRAS-LE. Código: FI322CP.
FRAS-LE,FI322CP,SAPATA FREIO MAO S/HASTE,CITROEN JUMPER MINIBUS MULTIJET 2.3 17/17,CITROEN,JUMPER MINIBUS MULTIJET 2.3,2017 a 2017,SAPATA FREIO MAO S/HASTE compatível com CITROEN JUMPER MINIBUS MULTIJET 2.3. Aplicação: 2017 a 2017. Fabricante: FRAS-LE. Código: FI322CP.
FRAS-LE,FI322CP,SAPATA FREIO MAO S/HASTE,CITROEN JUMPER PICKUP MULTIJET 2.3 09/12,CITROEN,JUMPER PICKUP MULTIJET 2.3,2009 a 2012,SAPATA FREIO MAO S/HASTE compatível com CITROEN JUMPER PICKUP MULTIJET 2.3. Aplicação: 2009 a 2012. Fabricante: FRAS-LE. Código: FI322CP.
FRAS-LE,FI322CP,SAPATA FREIO MAO S/HASTE,CITROEN JUMPER VAN 814043S 2.8 8V 05/09,CITROEN,JUMPER VAN 814043S 2.8 8V,2005 a 2009,SAPATA FREIO MAO S/HASTE compatível com CITROEN JUMPER VAN 814043S 2.8 8V. Aplicação: 2005 a 2009. Fabricante: FRAS-LE. Código: FI322CP.
FRAS-LE,FI330CPA,SAPATA FREIO C/HASTE,FIAT PALIO ESSENCE DUALOGIC 1.6 11/12,FIAT,PALIO ESSENCE DUALOGIC 1.6,2011 a 2012,SAPATA FREIO C/HASTE compatível com FIAT PALIO ESSENCE DUALOGIC 1.6. Aplicação: 2011 a 2012. Fabricante: FRAS-LE. Código: FI330CPA.
FRAS-LE,FI330CPA,SAPATA FREIO C/HASTE,FIAT PALIO ESSENCE 1.6 16V / SP 11/,FIAT,PALIO ESSENCE 1.6 16V / SP,2011,SAPATA FREIO C/HASTE compatível com FIAT PALIO ESSENCE 1.6 16V / SP. Aplicação: 2011. Fabricante: FRAS-LE. Código: FI330CPA.
FRAS-LE,FI330CPA,SAPATA FREIO C/HASTE,FIAT UNO VIVACE 1.0 EVO / WAY 10/,FIAT,UNO VIVACE 1.0 EVO / WAY,2010,SAPATA FREIO C/HASTE compatível com FIAT UNO VIVACE 1.0 EVO / WAY. Aplicação: 2010. Fabricante: FRAS-LE. Código: FI330CPA.
FRAS-LE,FI330CPA,SAPATA FREIO C/HASTE,FIAT GRAND SIEN ATTRACTIVE 1.4 8V / 12/,FIAT,GRAND SIEN ATTRACTIVE 1.4 8V /,2012,SAPATA FREIO C/HASTE compatível com FIAT GRAND SIEN ATTRACTIVE 1.4 8V /. Aplicação: 2012. Fabricante: FRAS-LE. Código: FI330CPA.
FRAS-LE,FI330CPA,SAPATA FREIO C/HASTE,FIAT MOBI 1.0 DRIVE / 1.0 EASY 16/,FIAT,MOBI 1.0 DRIVE / 1.0 EASY,2016,SAPATA FREIO C/HASTE compatível com FIAT MOBI 1.0 DRIVE / 1.0 EASY. Aplicação: 2016. Fabricante: FRAS-LE. Código: FI330CPA.
FRAS-LE,FI431CPA,SAPATA DE FREIO C/HASTE,FIAT UNO 12/,FIAT,UNO,2012,SAPATA DE FREIO C/HASTE compatível com FIAT UNO. Aplicação: 2012. Fabricante: FRAS-LE. Código: FI431CPA.
FRAS-LE,FI431CPA,SAPATA DE FREIO C/HASTE,FIAT PALIO 12/,FIAT,PALIO,2012,SAPATA DE FREIO C/HASTE compatível com FIAT PALIO. Aplicação: 2012. Fabricante: FRAS-LE. Código: FI431CPA.
FRAS-LE,FI431CPA,SAPATA DE FREIO C/HASTE,FIAT GRAND SIEN 12/,FIAT,GRAND SIEN,2012,SAPATA DE FREIO C/HASTE compatível com FIAT GRAND SIEN. Aplicação: 2012. Fabricante: FRAS-LE. Código: FI431CPA.
FRAS-LE,FI432CPA,SAPATA DE FREIO C/HASTE,FIAT DOBLO 1.8 16V ADVENTURE / 13/15,FIAT,DOBLO 1.8 16V ADVENTURE /,2013 a 2015,SAPATA DE FREIO C/HASTE compatível com FIAT DOBLO 1.8 16V ADVENTURE /. Aplicação: 2013 a 2015. Fabricante: FRAS-LE. Código: FI432CPA.
FRAS-LE,FI432CPA,SAPATA DE FREIO C/HASTE,FIAT DOBLO 1.8 16V ESSENCE E-TO 16/21,FIAT,DOBLO 1.8 16V ESSENCE E-TO,2016 a 2021,SAPATA DE FREIO C/HASTE compatível com FIAT DOBLO 1.8 16V ESSENCE E-TO. Aplicação: 2016 a 2021. Fabricante: FRAS-LE. Código: FI432CPA.
FRAS-LE,FI432CPA,SAPATA DE FREIO C/HASTE,FIAT STRADA 1.8 16V ADVENTURE CD 14/15,FIAT,STRADA 1.8 16V ADVENTURE CD,2014 a 2015,SAPATA DE FREIO C/HASTE compatível com FIAT STRADA 1.8 16V ADVENTURE CD. Aplicação: 2014 a 2015. Fabricante: FRAS-LE. Código: FI432CPA.
FRAS-LE,FI432CPA,SAPATA DE FREIO C/HASTE,FIAT STRADA 1.8 16V ADVENTURE CE 14/15,FIAT,STRADA 1.8 16V ADVENTURE CE,2014 a 2015,SAPATA DE FREIO C/HASTE compatível com FIAT STRADA 1.8 16V ADVENTURE CE. Aplicação: 2014 a 2015. Fabricante: FRAS-LE. Código: FI432CPA.
FRAS-LE,FI432CPA,SAPATA DE FREIO C/HASTE,FIAT STRADA 1.4 8V CE WORKING FI 12/15,FIAT,STRADA 1.4 8V CE WORKING FI,2012 a 2015,SAPATA DE FREIO C/HASTE compatível com FIAT STRADA 1.4 8V CE WORKING FI. Aplicação: 2012 a 2015. Fabricante: FRAS-LE. Código: FI432CPA.
FRAS-LE,FI484CPA,SAPATA DE FREIO C/HASTE,FIAT TORO 1.8 / 2.4 16/,FIAT,TORO 1.8 / 2.4,2016,SAPATA DE FREIO C/HASTE compatível com FIAT TORO 1.8 / 2.4. Aplicação: 2016. Fabricante: FRAS-LE. Código: FI484CPA.
FRAS-LE,FI485CPA,SAPATA DE FREIO C/HASTE,FIAT TORO 2.0 16/,FIAT,TORO 2.0,2016,SAPATA DE FREIO C/HASTE compatível com FIAT TORO 2.0. Aplicação: 2016. Fabricante: FRAS-LE. Código: FI485CPA.
FRAS-LE,FI90,LONA TRASEIRA (NON ASBESTOS),FIAT UNO 84/86,FIAT,UNO,1984 a 1986,LONA TRASEIRA (NON ASBESTOS) compatível com FIAT UNO. Aplicação: 1984 a 1986. Fabricante: FRAS-LE. Código: FI90.
FRAS-LE,FI90,LONA TRASEIRA (NON ASBESTOS),FIAT ELBA 85/,FIAT,ELBA,1985,LONA TRASEIRA (NON ASBESTOS) compatível com FIAT ELBA. Aplicação: 1985. Fabricante: FRAS-LE. Código: FI90.
